Company,Business Type,County,Total Employees,Number Affected,Date of Notice,Layoff Date,Closing Date,Reason for Dislocation,Classification,Reason Stated for Filing,Union,Contact,Phone,FEIN NUM,Event Number,Case_ID
"Toys R Us- Delaware, Inc. dba Toys R Us and Babies R Us (Store #6333 Queens)66-26 Metropolitan AvenueQueens, NY 11379",Retail,Queens | WDB Name:NEW YORK CITY | Region: New York City,60,60,1/26/2018,"Employees will be separated from the Company effective April 26, 2018.",4/16/2018,Economic,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Anna Scretching, Assistant Human Resources Manager",(973) 617-4575,13-5159250,2017-0232,6217
"Toys R Us- Delaware, Inc. dba Babies R Us (Store #6538 New York)24-30 Union Square E.New York, NY 10003",Retail,New York | WDB Name:NEW YORK CITY | Region:New York City,75,75,1/26/2018,"Employees will be separated from the Company effective April 26, 2018.",4/16/2018,Economic,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Anna Scretching, Assistant Human Resources Manager",(973) 617-4575,13-5159250,2017-0231,6216
"Toys R Us- Delaware, Inc. dba Babies R Us (Store #6389 College Point)139-19 20th AvenueCollege Point, NY 11356",Retail,Queens | WDB Name:NEW YORK CITY | Region: New York City,51,51,1/26/2018,"Employees will be separated from the Company effective April 26, 2018.",4/16/2018,Economic,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Anna Scretching, Assistant Human Resources Manager",(973) 617-4575,13-5159250,2017-0230,6215
"Toys R Us- Delaware, Inc. dba Babies R Us (Store #6357 Westbury)1350 Corporate DriveWestbury, NY 11590",Retail,Nassau | WDB Name:HEMPSTEAD | Region: Long Island,54,54,1/26/2018,"Employees will be separated from the Company effective April 26, 2018.",4/16/2018,Economic,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Anna Scretching, Assistant Human Resources Manager",(973) 617-4575,13-5159250,2017-0228,6214
"Toys R Us- Delaware, Inc. dba Babies R Us (Store #6411 Yonkers)2700 Central Park AvenueYonkers, NY 10710",Retail,Westchester | WDB Name: WESTCH/PTNM | Region: Mid-Hudson Region,49,49,1/26/2018,"Employees will be separated from the Company effective April 26, 2018.",4/16/2018,Economic,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Anna Scretching, Assistant Human Resources Manager",(973) 617-4575,13-5159250,2017-0229,6213
"Shake-N-Go Fashion, Inc. (Quality Control & Warehouse Operations)85 Harbor RoadPort Washington, NY 11050",Design and manufacture human and synthetic hair products.,Nassau | WDB Name: YSTER BAY | Region:Long Island,227,97,11/2/2017 Amended:1/24/2018,"The affected employees within the Quality Control & Warehouse Operations are scheduled to be permanently laid off between March 29, 2018 and April 30, 2018. The sales dept. will remain on site at the NY facility.",4/30/2018,"Relocating Quality Control & Warehouse Operations to Suwanee, Georgia",Plant Unit Closure,Plant Unit Closure,The affected workers are not represented by a union.,"Ms. Bo K. Chun, General Counsel, Mr. Sung Bum Ahn, HR Manager or Mr. Young Ryoo, Warehouse Manager",(516) 944-7777,11-3086312,2017-0131,6212
"EngenderHealth, Inc.440 Ninth AvenueNew York, NY 10001",Family planning center,New York | WDB Name:NEW YORK CITY | Region:New York City,45,45,1/25/2018,4/30/2018,4/30/2018,"Relocation of operations to Washington, DC",PlantClosing,Plant Closing,"Office of Professional Employees International Union, AFL-CIO, Local 153","Steven D. Wheeless, Partner, Steptoe & Johnson LLP",(602) 257-5234,13-1623838,2017-0227,6211
"St. Giles New York - The Court Hotel130 East 39th StreetNew York, NY 10016",Hotel services,New York | WDB Name:NEW YORK CITY | Region: New York City,72,72,1/12/2018,4/12/2018,4/12/2018,Economic,Plant Closing,Plant Closing,"New York Hotel & Motel UNITE HERE Trades Council, AFL-CIO, Local 6",Mr. Harry Rygor,(212) 245-8100,65-0399700,2017-0209,6210
"Sterling National Bank500 Seventh AvenueNew York, NY 10018",Financial Institution,New York | WDB Name:NEW YORK CITY | Region:New York CityCounty: Westchester | WDB Name:WESTCH/PTNM | Region:Mid-Hudson RegionCounty:Rockland | WDB Name: ROCKLAND | Region: Mid-Hudson RegionCounty:Nassau | WDB Name: OYSTER BAY | Region:Long IslandCounty:Nassau | WDB Name:HEMPSTEAD | Region: Long Island,119,6,1/23/2018,"The employee separations will occur in stages, with the first stage expected to commence during the 14-day period starting on April 22, 2018. Additional stages will commence during the 14-day period starting on May 31, 2018, June 29, 2018, July 31, 2018, August 31, 2018, September 28, 2018, November 30, 2018 and December 31, 2018.",-----,Acquisition of Astoria Bank by Sterling National Bank,Plant Layoff,Plant Layoff,The affected workers are not represented by a union.,"Gary Zimbalatti, Assistant Director-Employee Services",(516) 327-7624,13-1726107,2017-0219,6209
"Courtyard by Marriott LaGuardia Hotel90-10 Grand Central ParkwayEast Elmhurst, NY 11368",Hotel,Queens | WDB Name: NEW YORK CITY | Region: New York City,140,140,6/28/2017 Amendment: 1/28/2018,"The closure of the hotel and permanent layoff of all employees is being extended from January 28, 2018 until on or about February 11, 2018.",02/11/2018,Economic,Plant Closing,Plant Closing,"New York Hotel & Motel Trades Council, AFL-CIO","Mark Ranieri, General Manager",(718) 308-4803,,2016-0299,6208
"Union Beer Distributors, LLC (Warehouse and Distribution Units)1213 Grand StreetBrooklyn, NY 11211",Independent brewing company,Brooklyn | WDB Name: NEW YORK CITY | Region:New York City,440,233,1/22/2018,"Separations will occur during the two-week period beginning on April 22, 2018.",4/22/2018,"Relocation of the Warehouse and Distribution Units to Secaucus, New Jersey",Plant Unit Closing,Plant Unit Closing,Teamsters Local 812,"Tanice Smikle, Corporate Human Resource Generalist",(718) 497-2407,11-3310559,2017-0226,6207
"Shiel Holdings, LLC (Shiel  Medical Laboratory (a division of Fresenius Medical Care, NA) Brooklyn Navy Yard, Building  292 63 Flushing Avenue Brooklyn, NY 11205",Medical Laboratory,Kings | WIB Name: NEW YORK CITY  | Region: New York City,239,239 ( 208  affected workers at 63 Flusing Ave. site; 31 affected workers at the other NY  locations),9/27/2017  Amendment: 1/23/2018,"12/31/2017  (Separation for one  affected worker postponed from January 31, 2018 to March 31, 2018.)",12/31/2017,Economic,Plant Closing,Plant Closing,The affected  workers are not represented by a Union.,"Sheryl Morgan, Director, Human Resources",(201) 767-7070 Ext. 5845,,2017-0085,6205
"Jabil Inc. 2455 South Road, Bldg 002-2, Core Office 1 Poughkeepsie, NY 12601",Global manufacturing services company.,Dutchess | WDB Name: DUTCHESS | Region: Mid-Hudson Region,83,83 (3 employees),1/22/2018 Amendment: 6/17/2019,"Termination dates have been extended for three employees from April 24, 2018 and May 7, 2018 to September 6, 2019, September 27, 2019, and December 13, 2019 or the 14-day period commencing on that date.","December 31, 2019",Economic,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Cynthia Raburn, Human Resources Manager",(901) 202-7440,38-1886260,2017-0218,6204
"Sterling National Bank490 Hempstead TurnpikeWest Hempstead, NY 11797",Financial Institution,Nassau | WDB Name:HEMPSTEAD | Region:Long Island,6,1,1/22/2018,"The employee separations will occur in stages, with this stage expected to commence during the 14-day period starting on April 24, 2018. Other stages may commence throughout the remainder of 2018.",To be determined,Acquisition of Astoria Bank by Sterling National Bank,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Gary Zimbalatti, Assistant Director-Employee Services",(516) 327-7624,13-1726107,2017-0216,6203
"Sykes Enterprises, Incorporated (Amherst) 251 John James Audubon Pkwy Amherst, NY 14228",Customer contact management solutions and services,Erie | WDB Name: ERIE |  Region: Western  Region,89,89,1/15/2018,3/31/2018,3/31/2018,Economic,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Billi Peltz, Director, Area HR Service Delivery",(701) 425-7794,56-1383460,2017-0214,6202
"Liberty Coca-Cola Beverages59-02 Borden AvenueMaspeth, NY 11313",Soft drink bottling company,Queens | WDB Name: NEW YORK CITY | Region:New York City,115,115,1/19/2018,"Separations will occur on or about April 30, 2018.",4/30/2018,Economic,Plant Closing,Plant Closing,Teamsters Local 812,"Michael Van Aken, VP, Human Resources",(914) 450-3084,82-1396019,2017-0215,6201
"Restaurant Associates (ABC Disney)47 West 66th StreetNew York, NY 10023",Food Services,New York | WDB Name: NEW YORK CITY | Region:New York City,50,50,1/18/2018,2/9/2018,2/9/2018,ABC Disney severed contract,Plant Closing,Plant Closing,"UNITE HERE, Local 100","Paul Huyck, Director Dining Services",(646) 467-3605,54-2107225,2017-0213,6200
"Barrier Free Living270 East 2nd StreetNew York, NY 10009",Transitional Housing program,New York | WDB Name:NEW YORK CITY | Region: New York City,56 (Remaining staff will be relocated to other associated facilities),36,1/17/2018,4/6/2018,4/6/2018,Construction of new facility,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"LeShan Gaulman, Program Director",(212) 677-6668,20-1781333,2017-0212,6199
"Courtyard by Marriott LaGuardia Hotel90-10 Grand Central ParkwayEast Elmhurst, NY11368",Hotel,Queens | WDB Name:NEW YORK CITY | Region: New York City,140,140,6/28/2017 Amendment: 1/12/2018,"The closure of the hotel and permanent layoff of all employees is being extended from January 14, 2018 until on or about January 28, 2018.",12/31/2017,Economic,Plant Closing,Plant Closing,"New York Hotel & Motel Trades Council, AFL-CIO","Mark Ranieri, General Manager",(718) 308-4803,,2016-0299,6198
"Pfizer, Inc.64 Maple StreetRouses Point, NY 12979",Pharmaceuticals (production),Clinton | WDB Name:C-E-F-H | Region:North Country Region,107,8,1/12/2018,4/13/2018,3/31/2018,Economic,Plant Closing,Plant Closing,International Chemical Workers Local 95c,"Daniel Naiman, Sr. Director, Human Resources",(212) 733-2110,13-0430890,2017-0211,6197
"Osmose Utilities Services, Inc.5703 Enterprise Parkway #BEast Syracuse, NY 13057","Delivers a variety of data and inspection, maintenance and repair services.",Onondaga | WDB Name:ONONDAGA | Region: Central Region,101,101,1/12/2018,4/30/2018,4/30/2018,Relocation of facility,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Ashley Moss, Vice President, Human Resources",(770) 632-6796,35-2175310,2017-0208,6195
"Conduent Education Services, LLC501 Bleecker St.Utica, NY 13501",Education Services,Oneida | WDB Name: HMO | Region: Mohawk Valley Region,-----,33,1/11/2018,4/13/2018,To be determined,Change in business needs,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Armando Santiesteban, Human Resources",(915) 775-3069,95-2501112,2017-0206,6194
"Rodale Payroll, LLC, a subsidiary of Hearst Magazines, Inc.733 Third AvenueNew York, NY 10017","Media, information and services companies.",New York | WDB Name: NEW YORK CITY | Region:New York City,200,55,1/11/2018,1/12/2018,End of the 1st Quarter 2018,Sale and relocation of business,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Riva Nieder, Human Resources Representative",(212) 649-2065,82-3239793,2017-0207,6193
"Black Lexington Group, LLC 146 East 44th StreetNew York, NY 10174",UBS Financial Services Team,New York | WDB Name:NEW YORK CITY | Region:New York CityCounty:Kings | WDB Name:NEW YORK CITY | Region:New York City,237 (total affected workers at all sites),101,12/22/2017,12/22/2017,12/22/2017,Economic,Plant Closing,Plant Closing,The affected workers are not represented by a union.,Jennifer Cheeatow,(212) 768-9292 Ext: 24,30-0889508,2017-0203,6192
"Lindy's Restaurant (52nd 8th Operating Inc.)825 7th AvenueNew York, NY 10019",Restaurant,New York | WDB Name:NEW YORK CITY | Region: New York City,26,26,9/29/2017 Amended: 1/10/2018,"The layoffs have been extended from February 7, 2018 or 14-day period thereafter to March 4, 2018 or 14-day period thereafter.",3/4/2018,Economic,Plant Closing,Plant Closing,UNITE Here Local 100,"Mr. Brett Trimarchi, District Supervisor",(917) 836-1250,,2017-0087,6191
"ArroHealth, LLC49 Wireless Boulevard, Suite 140Hauppauge, NY 11778",Research & investing information,Suffolk | WDB Name: SUFFOLK | Region: Long Island,42,42,1/9/2018,4/9/2018,4/9/2018,Economic,Plant Layoff,Plant Layoff,The affected workers are not represented by a union.,"Shrestha Taylor, Vice President, Human Resources",(770) 360-1894,-----,2017-0202,6190
"Sam's Club (#8171)2649 Erie Blvd ESyracuse, NY 13224",Wholesale retail store,Onondaga | WDB Name: ONONDAGA | Region: Central Region,151,151,1/11/2018,"The Club will close to the public on January 26, 2018. All hourly employees at this facility will be terminated effective April 13, 2018. All management employees at the facility will be terminated on May 11, 2018.",1/26/2018,Economic,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Toni Budrow, Field People Partner",(479) 402-5078,-----,2017-0198,6189
"Sam's Club (#8179)1600 Marketplace DriveRochester, NY 14623",Wholesale retail store,Monroe | WDB Name: MONROE | Region: Finger Lakes Region,148,148,1/11/2018,"The Club will close to the public on January 26, 2018. All hourly employees at this facility will be terminated effective April 13, 2018. All management employees at the facility will be terminated on May 11, 2018.",1/26/2018,Economic,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Toni Budrow, Field People Partner",(479) 402-5078,-----,2017-0201,6188
"Sam's Club (#8178)700 Elmridge Center DrRochester, NY 14626",Wholesale retail store,Monroe | WDB Name: MONROE | Region: Finger Lakes Region,144,144,1/11/2018,"The Club will close to the public on January 26, 2018. All hourly employees at this facility will be terminated effective April 13, 2018. All management employees at the facility will be terminated on May 11, 2018.",1/26/2018,Economic,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Toni Budrow, Field People Partner",(479) 402-5078,-----,2017-0200,6187
"Sam's Club (#6526)720 Fairmount AveJamestown, NY 14701",Wholesale retail store,Chautauqua | WDB Name: CHAUTAUQUA | Region: Western Region,114,114,1/11/2018,"The Club will close to the public on January 26, 2018. All hourly employees at this facility will be terminated effective April 13, 2018. All management employees at the facility will be terminated on May 11, 2018.",1/26/2018,Economic,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Toni Budrow, Field People Partner",(479) 402-5078,-----,2017-0199,6186
"Sterling National Bank269 Middle Country RoadCoram, NY 11727",Banking Services,Suffolk | WDB Name: SUFFOLK | Region: Long IslandCounty: Kings | WDB Name:NEW YORK CITY | Region:New York City,5,1,1/9/2018,4/9/2018,To be determined,Acquisition of Astoria Bank by Sterling National Bank,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Gary Zimbalatti, First Vice President, Director HR Business Partners",(516) 327-7624,13-1726107,2017-0196,6184
